SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Predicted_Churn,CustomerID
0,1,0,3.8501476017100584,1,1,1,0,0,0,0,0,0,4.02535169073515,0,0,0,0,0,0,0,0,9931-KGHOA
1,0,0,3.58351893845611,1,1,1,0,0,0,0,1,0,4.5217885770490405,1,0,0,0,1,0,0,0,2378-HTWFW
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,4.2710950739666,1,0,0,0,0,1,0,0,5376-DEQCP
0,0,0,1.0986122886681098,1,0,0,1,0,0,0,0,0,3.9160150266976834,0,0,0,0,0,0,1,0,8805-JNRAZ
0,0,0,2.3978952727983707,1,0,0,0,1,0,1,1,1,4.563305981889393,1,0,0,0,0,1,0,0,7209-JCUDS
0,1,0,3.6375861597263857,1,1,0,0,1,1,1,0,0,4.557029810660157,1,0,0,1,0,0,1,0,5161-XEUVX
0,0,0,0.6931471805599453,1,0,1,1,0,0,0,0,1,4.023564380161053,0,0,0,0,0,1,0,0,3658-KIBGF
0,1,1,3.044522437723423,1,0,0,0,0,0,0,0,0,3.0301337002713233,0,1,1,0,0,0,0,0,2466-FCCPT
0,0,0,4.248495242049359,1,1,0,0,1,1,1,1,0,4.653960350157523,1,0,0,1,0,1,0,0,7036-TYDEC
0,1,1,4.248495242049359,1,1,0,1,1,0,1,0,0,4.572130331909891,1,0,1,0,1,0,0,0,6265-SXWBU
0,1,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.0469005601283903,0,1,0,0,0,0,1,0,9962-BFPDU
0,0,0,0.6931471805599453,1,0,0,0,0,1,0,0,1,3.929862923556477,0,0,0,0,0,1,0,0,1536-HBSWP
0,1,0,2.0794415416798357,1,0,1,0,0,0,0,0,1,3.937690752176724,0,0,0,0,0,0,0,0,1848-LBZHY
0,1,0,4.248495242049359,1,1,1,1,1,1,1,1,1,4.762173934797756,1,0,0,1,0,1,0,0,0106-UGRDO
0,1,0,4.219507705176107,1,0,0,0,0,0,0,0,0,3.027715319407042,0,1,0,1,0,0,1,0,1945-XISKS
0,1,1,4.02535169073515,1,0,1,1,0,0,0,0,0,4.037774210733707,0,0,0,0,0,1,0,0,8400-WZICQ
0,1,1,4.219507705176107,0,0,1,1,0,0,0,0,0,3.6149637711637683,0,0,0,1,0,0,0,0,3884-UEBXB
0,0,0,2.302585092994046,0,0,0,0,0,0,1,0,1,3.5751506887855933,0,0,0,0,1,0,0,0,0778-NELLA
0,1,1,4.276666119016055,1,0,1,1,1,0,1,1,1,4.660131744062066,1,0,1,0,0,0,0,0,3324-OIRTO
1,1,0,4.290459441148391,1,1,1,1,1,0,1,1,1,4.443827035579329,0,0,0,1,1,0,0,0,9919-FZDED
1,1,0,2.0794415416798357,1,1,0,0,1,0,1,1,1,4.6076670661866785,1,0,0,0,0,1,0,0,6861-XWTWQ
0,0,0,4.02535169073515,1,0,1,1,0,0,1,1,1,4.623991940228679,1,0,1,0,0,0,1,0,7879-CGSFV
1,0,0,1.0986122886681098,1,1,0,1,0,0,0,0,1,4.0526541351678915,0,0,0,0,1,0,0,0,6048-QBXKL
0,0,0,3.8918202981106265,1,1,0,0,1,1,1,1,1,4.652530757347929,1,0,0,0,0,1,0,0,2038-LLMLM
0,1,1,4.204692619390966,1,1,0,0,0,0,0,0,1,4.3208159036289855,1,0,1,0,0,0,0,0,1096-ADRUX
0,0,0,3.5263605246161616,1,0,0,0,0,0,0,0,1,4.268297869345539,1,0,0,0,0,0,0,0,4067-HLYQI
0,0,0,3.367295829986474,1,0,0,0,0,0,0,0,0,2.9575110607337933,0,1,1,0,1,0,0,0,6823-SIDFQ
1,0,0,4.2626798770413155,1,1,0,1,1,1,1,0,1,4.33729074083249,0,0,0,1,0,0,0,0,0707-HOVVN
0,0,0,3.6888794541139363,1,1,0,0,0,1,0,0,1,4.00460218672124,0,0,0,1,1,0,0,0,1271-UODNO
0,1,1,2.70805020110221,1,1,0,0,1,0,0,1,1,4.480173695813406,1,0,0,0,0,1,0,0,2845-HSJCY
0,0,0,2.6390573296152584,1,1,1,0,1,0,1,1,1,4.378896741664954,0,0,0,0,0,1,0,0,2971-SGAFL
0,0,0,2.995732273553991,1,0,0,1,0,1,0,1,1,4.194943760778217,0,0,1,0,0,0,0,0,0297-RBCSG
0,0,0,3.871201010907891,1,1,1,1,0,1,1,0,0,4.622518824322705,1,0,0,0,0,0,1,0,9079-LWTFD
0,1,0,4.276666119016055,0,0,1,1,1,1,1,1,0,4.216562194946349,0,0,1,0,0,0,0,0,1866-DIOQZ
1,1,0,2.0794415416798357,1,1,0,0,0,0,0,0,1,4.335982696172475,1,0,0,0,0,1,0,0,2077-MPJQO
1,0,0,3.044522437723423,1,1,1,0,0,0,0,0,1,4.383899879055562,1,0,0,0,0,1,0,0,4818-QIUFN
0,1,0,4.04305126783455,1,1,1,0,0,0,1,1,1,4.620551288026394,1,0,1,0,0,1,0,0,2924-KHUVI
0,1,1,3.5263605246161616,1,1,0,1,1,1,0,0,0,4.4953553199808844,1,0,0,0,1,0,0,0,5846-QFDFI
1,0,0,2.70805020110221,1,1,0,0,0,0,0,0,1,4.330075229041782,1,0,0,0,0,1,0,0,9685-WKZGT
0,0,0,1.791759469228055,1,0,0,0,0,0,0,0,0,3.0421386463681466,0,1,0,0,0,0,1,0,6377-KSLXC
0,0,0,4.143134726391533,1,1,0,0,0,0,0,0,0,3.1945831322991562,0,1,0,1,0,0,0,0,6134-KWTBV
0,1,1,3.970291913552122,1,1,0,0,0,0,0,0,0,3.2406373166497136,0,1,0,1,0,0,1,0,2207-RYYRL
0,1,1,2.0794415416798357,0,0,1,0,0,1,0,0,1,3.56953269648137,0,0,0,0,0,1,0,0,4323-SADQS
0,0,0,0.6931471805599453,1,0,0,0,0,0,1,0,1,3.9982007016691985,0,0,0,0,0,0,1,0,2386-LAHRK
0,0,0,1.6094379124341003,1,0,0,0,0,0,0,0,0,3.08876713952118,0,1,0,0,0,0,0,0,9986-BONCE
0,1,0,3.9318256327243257,1,1,0,1,0,0,1,1,1,4.5976419195673,1,0,1,0,0,1,0,0,1357-BIJKI
1,0,0,4.189654742026425,1,1,1,0,1,1,1,1,1,4.70093480797247,1,0,0,1,0,1,0,0,2307-FYNNL
0,0,0,2.9444389791664403,1,0,1,0,0,0,1,1,1,4.57522630961502,1,0,0,0,0,1,0,0,9692-TUSXH
0,1,0,4.276666119016055,1,0,1,0,1,1,1,1,1,4.425445255041403,0,0,0,1,0,1,0,0,5702-KVQRD
0,0,0,3.367295829986474,1,0,0,0,1,0,1,0,1,4.1034694699991014,0,0,0,0,0,0,0,0,4945-RVMTE
0,0,0,2.302585092994046,1,0,0,0,0,0,0,0,1,3.065724645374026,0,1,0,0,1,0,0,0,1385-TQOZW
0,1,1,3.091042453358316,1,1,1,1,0,1,1,0,0,4.363098624788363,0,0,1,0,0,0,1,0,8559-CIZFV
0,1,1,3.4339872044851463,1,0,1,0,0,1,0,1,0,4.209160236650682,0,0,0,0,0,0,0,0,5018-LXQQG
0,1,0,4.1588830833596715,1,0,1,0,1,0,0,0,1,4.408546844483277,1,0,1,0,1,0,0,0,5297-MDOIR
0,0,0,2.302585092994046,1,0,0,0,0,0,0,0,1,3.8010914447208646,0,0,0,0,0,1,0,0,4570-QHXHL
0,1,1,3.8918202981106265,1,1,1,1,0,0,1,1,1,4.665794807804526,1,0,0,0,1,0,0,0,6891-JPYFF
0,0,0,3.091042453358316,1,0,0,0,0,0,0,0,1,3.0421386463681466,0,1,0,0,0,0,1,0,3623-FQBOX
0,1,0,4.219507705176107,1,1,0,1,1,0,1,1,1,4.670021158307708,1,0,1,0,0,0,0,0,4753-PADAS
0,0,0,3.2188758248682006,1,0,0,1,0,0,0,0,1,3.9259259105971376,0,0,0,0,0,0,1,0,2843-CQMEG
0,1,1,4.174387269895637,1,1,0,0,0,0,0,0,0,3.254242968705492,0,1,1,0,0,0,1,0,6096-EGVTU
1,0,0,1.3862943611198906,1,1,0,0,0,0,0,0,1,4.356708826689592,1,0,0,0,0,1,0,0,8258-GSTJK
0,1,1,4.23410650459726,0,0,0,1,1,1,1,1,0,4.115779842942166,0,0,0,1,1,0,0,0,8181-YHCMF
0,0,1,3.091042453358316,1,0,1,0,1,0,0,1,0,4.18737942818929,0,0,1,0,0,0,1,0,4223-BKEOR
0,0,0,3.258096538021482,1,0,0,0,0,0,0,0,0,4.259152536523347,1,0,0,0,0,1,0,0,7504-UWHNB
0,0,0,3.1780538303479458,1,0,0,0,0,0,0,0,1,3.0587070727153796,0,1,0,0,0,0,0,0,8204-TIFGJ
0,1,1,4.290459441148391,1,1,0,0,0,0,0,1,1,4.448516375942715,1,0,0,1,1,0,0,0,7971-HLVXI
0,0,0,3.1354942159291497,1,0,0,0,0,0,0,0,0,3.0587070727153796,0,1,1,0,1,0,0,0,3125-RAHBV
0,1,1,3.871201010907891,1,1,0,1,0,0,0,0,0,4.0118683403978626,0,0,0,0,0,1,0,0,3209-ZPKFI
0,1,0,2.9444389791664403,1,0,0,0,1,0,1,1,1,4.574195381688661,1,0,0,0,1,0,0,0,4647-MUZON
0,1,0,4.07753744390572,1,0,0,0,0,0,0,0,0,3.079613757534693,0,1,0,1,0,0,1,0,6625-FLENO
0,0,0,3.58351893845611,1,0,1,1,1,0,0,0,0,4.130354999745133,0,0,1,0,0,0,1,0,3727-OWVYD
0,0,0,1.9459101490553132,1,0,1,1,0,0,0,0,1,4.381401439279963,1,0,0,0,0,1,0,0,5760-FXFVO
0,1,1,3.9512437185814275,1,0,0,0,0,0,0,0,0,3.0421386463681466,0,1,0,1,0,0,1,0,1574-DYCWE
0,1,1,3.4657359027997265,1,0,0,0,0,0,0,0,1,3.022860940942244,0,1,0,0,0,0,1,0,2484-DGXPZ
0,1,1,4.007333185232471,1,0,0,0,0,0,0,0,1,3.0610517396746335,0,1,0,1,0,0,0,0,7647-GYYKX
0,1,1,1.6094379124341003,1,0,0,0,0,0,0,0,0,3.824284091120139,0,0,0,0,0,1,0,0,2480-SQIOB
0,0,0,1.6094379124341003,1,0,0,0,1,0,0,0,1,4.316153890523174,1,0,0,0,0,1,0,0,0004-TLHLJ
0,0,0,2.833213344056216,1,1,0,1,1,0,0,1,1,4.570578741218473,1,0,0,0,1,0,0,0,0637-YLETY
0,0,0,2.0794415416798357,1,1,0,0,0,0,0,0,1,4.33204826486764,1,0,0,0,0,0,0,0,7912-SYRQT
0,1,0,3.8501476017100584,1,0,1,1,1,1,0,0,0,4.199455046624718,0,0,0,1,0,0,1,0,6374-AFWOX
0,1,1,4.248495242049359,1,0,1,1,0,1,1,1,0,4.402441819416474,0,0,0,1,0,0,0,0,5457-COLHT
0,0,0,3.6109179126442243,1,1,1,0,1,1,1,1,1,4.50700593720086,0,0,1,0,1,0,0,0,0725-CXOTM
0,0,0,3.8918202981106265,1,1,0,0,0,0,0,0,0,3.260017768199376,0,1,1,0,1,0,0,0,2332-TODQS
0,1,1,4.290459441148391,1,0,1,1,0,1,1,1,0,4.66814498514948,1,0,0,1,0,0,0,0,1090-ESELR
0,0,0,2.302585092994046,1,0,1,0,1,1,1,0,1,4.255612709818223,0,0,0,0,0,0,1,0,5186-EJEGL
0,1,1,4.174387269895637,1,0,1,0,1,0,1,1,1,4.304740540713808,0,0,1,0,1,0,0,0,7690-KPNCU
0,1,0,3.828641396489095,1,0,0,0,0,1,1,1,1,4.566429357671661,1,0,0,1,1,0,0,0,6568-POCUI
0,0,0,1.791759469228055,1,0,0,0,0,0,0,0,0,3.0469005601283903,0,1,0,0,1,0,0,0,2159-TURXX
1,1,0,3.9318256327243257,1,1,1,0,1,0,1,1,1,4.663910681010692,1,0,0,1,1,0,0,0,7516-GMHUV
0,0,1,3.7376696182833684,1,0,1,1,1,0,1,0,0,4.26549281841793,0,0,1,0,0,0,1,0,6061-GWWAV
0,1,1,3.367295829986474,1,0,0,0,0,0,0,0,1,3.0587070727153796,0,1,0,1,1,0,0,0,9950-MTGYX
0,1,0,4.2626798770413155,1,1,0,1,1,1,0,1,1,4.602165676967792,1,0,0,1,0,0,0,0,4686-GEFRM
1,0,0,0.6931471805599453,1,0,0,0,1,0,0,1,1,4.454347296253507,1,0,0,0,0,1,0,0,6230-BSUXY
0,0,0,3.7376696182833684,1,1,0,1,0,0,0,0,1,4.048300623720694,0,0,1,0,1,0,0,0,2746-DIJLO
0,1,0,3.784189633918261,1,0,1,0,1,1,0,0,1,4.445588116163626,1,0,1,0,0,0,0,0,7654-YWJUF
0,0,0,4.02535169073515,1,1,0,0,0,0,1,1,1,4.582924577040772,1,0,0,0,0,1,0,0,1264-BYWMS
0,1,1,4.1588830833596715,1,1,1,0,1,1,0,1,0,4.33990170837321,0,0,0,1,0,0,1,0,3902-MIVLE
0,1,1,3.2188758248682006,1,0,0,0,0,0,0,0,1,3.0819099697950434,0,1,1,0,1,0,0,0,6527-PZFPV
0,0,0,3.1354942159291497,1,0,0,0,0,0,0,0,0,3.084200921541599,0,1,1,0,0,0,0,0,9746-UGFAC
0,1,1,2.0794415416798357,1,0,0,0,0,0,0,0,0,3.075005454448499,0,1,1,0,0,0,1,0,3750-YHRYO
0,1,1,3.970291913552122,1,1,0,0,0,0,0,0,1,3.260017768199376,0,1,0,1,0,0,0,0,0732-OCQOC
0,1,1,3.9318256327243257,1,1,1,0,0,1,1,0,1,4.269697449699962,0,0,0,1,1,0,0,0,0263-FJTQO
1,1,0,3.091042453358316,1,0,1,1,0,0,0,1,1,4.188896879163323,0,0,0,0,0,0,0,0,3179-GBRWV
0,0,0,1.0986122886681098,1,1,0,1,0,0,0,0,0,4.388878109622984,1,0,0,0,0,1,0,0,3420-YJLQT
0,0,0,2.995732273553991,1,0,0,0,0,0,0,0,0,3.027715319407042,0,1,0,1,0,0,1,0,3865-ZFZIB
0,1,1,3.5553480614894135,1,1,0,0,0,0,0,0,0,3.2561716096118976,0,1,0,1,1,0,0,0,3957-SQXML
1,0,0,3.6375861597263857,1,1,0,0,0,0,0,0,1,4.347046915777855,1,0,0,0,0,1,0,0,8696-JKZNU
0,1,0,1.9459101490553132,1,1,0,0,0,0,0,0,0,3.9386649363745674,0,0,0,0,0,1,0,0,0096-BXERS
0,1,0,1.3862943611198906,1,0,0,0,0,0,0,0,0,3.044522437723423,0,1,0,0,0,0,0,0,7808-DVWEP
1,1,0,2.1972245773362196,1,1,0,1,0,0,0,0,1,4.402441819416474,1,0,0,0,1,0,0,0,7495-OOKFY
1,0,0,3.4339872044851463,1,1,1,1,1,0,0,0,0,4.529368472571809,1,0,0,0,1,0,0,0,2684-EIWEO
0,1,0,1.3862943611198906,0,0,1,0,0,1,0,0,0,3.586292865338835,0,0,0,0,0,0,1,0,3594-KADLU
0,1,1,4.204692619390966,1,0,0,0,0,0,0,0,1,3.0325462466767075,0,1,0,1,0,0,1,0,7729-XBTWX
0,0,0,4.174387269895637,1,0,1,1,0,0,1,1,1,4.618086411254637,1,0,1,0,1,0,0,0,5223-UZAVK
0,0,0,4.127134385045092,1,1,0,0,1,0,0,1,0,4.502029427068578,1,0,0,0,0,0,1,0,7251-XFOIL
0,1,1,3.091042453358316,1,0,0,0,0,0,0,0,0,3.0349529867072724,0,1,1,0,0,0,1,0,8779-YIQQA
0,1,0,4.127134385045092,1,1,0,0,0,0,0,0,0,3.2347491740244907,0,1,0,1,0,0,1,0,4785-FCIFB
0,0,0,3.713572066704308,1,1,0,0,0,0,0,0,1,3.242592351485517,0,1,0,1,0,0,1,0,4526-EXKKN
1,0,0,1.0986122886681098,1,0,0,0,0,0,0,0,0,3.827553848801696,0,0,0,0,0,0,1,0,4208-UFFGW
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.82319179172153,0,0,0,0,0,0,1,0,2672-OJQZP
0,0,1,3.1354942159291497,1,0,0,1,1,0,1,0,1,4.504244267398131,1,0,0,0,0,1,0,0,1902-XBTFB
0,1,1,3.6375861597263857,1,0,0,0,0,0,0,0,0,3.013080911888604,0,1,0,0,0,1,0,0,5917-HBSDW
0,1,0,4.127134385045092,1,1,0,1,1,1,1,1,1,4.745801315727837,1,0,0,0,0,1,0,0,6710-HSJRD
1,1,0,2.9444389791664403,1,0,0,0,0,0,0,1,0,4.376385754783795,1,0,0,0,0,1,0,0,6877-LGWXO
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,4.255612709818223,1,0,0,0,0,1,0,0,0488-GSLFR
0,0,0,1.3862943611198906,1,0,0,1,0,1,1,1,1,4.334672938290411,0,0,0,0,0,1,0,0,5122-CYFXA
0,0,0,3.9512437185814275,1,1,1,1,1,1,1,0,1,4.408546844483277,0,0,1,0,1,0,0,0,6194-HBGQN
0,0,0,4.07753744390572,1,1,0,0,0,0,0,0,1,3.2367157429965316,0,1,0,1,1,0,0,0,5356-KZCKT
0,0,1,1.3862943611198906,1,0,0,0,0,0,0,0,1,3.070375816549757,0,1,1,0,1,0,0,0,5808-TOTXO
0,0,0,3.8501476017100584,0,0,1,0,1,1,0,0,0,3.6699514442284173,0,0,0,1,0,0,1,0,6119-SPUDB
0,1,1,4.290459441148391,0,0,1,1,1,1,1,1,1,4.1713056033582285,0,0,0,1,0,0,0,0,0301-FIDRB
0,0,0,2.302585092994046,1,0,0,0,0,0,0,0,0,3.0373539482448106,0,1,0,0,0,0,1,0,0310-VQXAM
0,1,1,2.995732273553991,1,1,0,0,0,1,1,1,1,4.624482497020464,1,0,1,0,0,1,0,0,5828-AVIPD
0,0,1,2.3978952727983707,0,0,1,1,0,1,0,0,0,3.71965111278069,0,0,1,0,0,0,1,0,1729-VLAZJ
0,1,1,0.6931471805599453,1,0,0,0,0,0,1,0,1,4.395066248181685,1,0,0,0,0,0,1,0,8821-XNHVZ
0,1,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,3.246490991901174,0,1,0,0,0,1,0,0,1744-JHKYS
0,1,0,4.290459441148391,1,1,1,1,1,1,1,1,0,4.748837535800504,1,0,0,1,1,0,0,0,7359-WWYJV
1,1,0,4.1588830833596715,1,1,0,1,1,0,1,1,1,4.6491870714048655,1,0,0,0,0,1,0,0,1035-IPQPU
0,0,0,3.1780538303479458,1,1,0,0,0,0,1,1,1,4.548599834499697,1,0,0,0,0,1,0,0,2985-FMWYF
0,0,0,2.995732273553991,1,0,0,0,0,0,0,0,0,2.9856819377004897,0,1,1,0,0,0,1,0,7369-TRPFD
0,0,0,4.290459441148391,1,1,1,1,1,0,1,0,1,4.627909672957581,1,0,0,1,0,0,0,0,0019-EFAEP
0,1,0,0.6931471805599453,1,0,1,0,1,0,0,0,0,4.037774210733707,0,0,0,0,0,0,1,0,2043-WVTQJ
0,1,1,4.174387269895637,1,0,1,1,0,0,0,0,0,4.4073288175361,1,0,0,0,0,1,0,0,2250-IVBWA
0,1,1,2.1972245773362196,1,0,1,0,0,0,0,0,1,3.9569963710708773,0,0,0,0,1,0,0,0,6483-OATDN
0,0,0,3.1354942159291497,1,0,0,0,0,0,1,1,0,4.502583597212991,1,0,0,0,0,1,0,0,1894-IGFSG
0,1,1,3.9889840465642745,1,1,1,0,0,1,0,1,0,4.288402532641213,0,0,0,0,0,1,0,0,9822-BIIGN
1,1,0,4.189654742026425,1,1,1,0,0,0,1,1,1,4.622518824322705,1,0,1,0,0,1,0,0,3756-VNWDH
0,1,1,3.713572066704308,1,1,0,0,0,0,0,0,1,3.3032169733019514,0,1,0,0,0,1,0,0,2129-ALKBS
0,1,1,3.4965075614664802,1,0,0,0,0,0,0,0,1,3.017982882488811,0,1,0,0,1,0,0,0,2171-UDMFD
1,0,0,3.713572066704308,1,1,0,0,1,1,1,1,1,4.6515765588022475,1,0,1,0,1,0,0,0,7251-LJBQN
0,1,1,4.007333185232471,1,0,0,1,0,1,0,0,1,4.393831680123644,1,0,0,1,0,0,0,0,6950-TWMYB
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,3.845883202923601,0,0,0,0,0,0,1,0,5133-POWUA
0,0,1,2.995732273553991,1,1,0,0,0,0,0,0,1,3.2228678461377385,0,1,0,0,1,0,0,0,4830-FAXFM
0,1,1,3.4011973816621555,1,1,1,0,0,1,1,0,0,4.249209272783016,0,0,1,0,0,0,0,0,8690-UPCZI
1,1,0,3.1780538303479458,1,0,0,0,0,0,1,1,1,4.515792374836875,1,0,0,0,0,1,0,0,6507-ZJSUR
0,1,0,0.6931471805599453,1,0,0,0,0,0,1,0,1,4.386392092183521,1,0,0,0,0,0,0,0,9507-EXLTT
0,0,0,4.2626798770413155,1,1,1,1,1,0,1,1,0,4.450852825603734,0,0,0,1,0,0,1,0,2987-BJXIK
0,0,0,3.5553480614894135,1,1,1,1,1,0,1,1,1,4.707726774313183,1,0,0,0,0,0,1,0,3331-HQDTW
0,0,1,1.3862943611198906,1,0,0,0,0,0,0,0,0,3.084200921541599,0,1,0,0,0,0,1,0,7764-BDPEE
0,1,1,3.828641396489095,1,1,0,0,0,0,0,0,1,3.2445435716167785,0,1,0,1,0,0,0,0,8292-ITGYJ
0,0,0,2.6390573296152584,0,0,0,0,0,0,0,0,1,3.214867803470662,0,0,0,0,0,1,0,0,6834-NXDCA
0,1,1,3.912023005428146,0,0,1,0,0,1,0,0,1,3.6054978451748854,0,0,1,0,1,0,0,0,5170-PTRKA
1,1,0,0.6931471805599453,1,1,0,0,0,0,1,1,1,4.565389315976247,1,0,0,0,0,1,0,0,5178-LMXOP
0,1,1,3.367295829986474,1,1,0,0,0,1,0,1,1,4.515792374836875,1,0,1,0,0,1,0,0,1174-FGIFN
0,1,1,3.9889840465642745,1,1,1,0,1,1,1,1,0,4.462453883786496,0,0,0,0,0,1,0,0,1492-QGCLU
0,0,0,1.3862943611198906,1,0,0,0,0,0,0,0,1,3.0252910757955354,0,1,0,0,0,0,1,0,1087-UDSIH
0,0,0,1.0986122886681098,1,0,0,1,0,0,0,0,1,3.937690752176724,0,0,0,0,0,0,1,0,9992-UJOEL
1,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,4.255612709818223,1,0,0,0,0,0,0,0,5186-SAMNZ
0,1,1,4.204692619390966,1,0,0,0,0,1,0,0,1,3.919991175077323,0,0,1,0,1,0,0,0,5498-IBWPI
0,1,1,4.07753744390572,1,0,0,0,0,0,0,0,0,3.068052935133617,0,1,0,1,1,0,0,0,2346-LOCWC
0,1,1,4.290459441148391,1,0,1,1,1,1,1,1,1,4.705015520957808,1,0,0,1,1,0,0,0,3831-YCPUO
0,1,0,4.007333185232471,1,1,0,0,0,0,1,1,1,4.264790324535862,0,0,1,0,1,0,0,0,9378-FXTIZ
1,0,0,3.044522437723423,1,0,0,0,0,0,1,0,0,4.403054001865957,1,0,0,0,0,0,0,0,6729-GDNGC
0,1,1,4.110873864173311,1,0,1,1,1,0,0,0,0,4.119037174812473,0,0,0,1,0,0,0,0,7139-JZFVG
0,1,1,3.8066624897703196,1,0,0,0,0,0,0,0,0,3.0252910757955354,0,1,0,0,0,0,1,0,1051-EQPZR
0,1,0,4.276666119016055,1,1,0,0,0,0,0,0,0,3.2809112157876537,0,1,0,1,1,0,0,0,2169-RRLFW
0,0,0,1.0986122886681098,1,0,0,0,0,0,0,0,0,3.0421386463681466,0,1,0,0,0,0,1,0,1796-JANOW
0,1,0,4.248495242049359,1,1,1,1,1,1,1,1,1,4.732243268551567,1,0,0,1,0,0,0,0,6993-YGFJV
0,1,0,3.912023005428146,1,1,0,1,0,0,1,1,1,4.605670061029742,1,0,0,0,0,0,0,0,5536-RTPWK
0,1,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.0081547935525483,0,1,0,0,0,1,0,0,9374-YOLBJ
0,0,0,2.0794415416798357,1,0,1,1,1,0,0,0,0,4.133565275375382,0,0,0,0,0,1,0,0,0567-GGCAC
0,1,0,4.174387269895637,1,1,0,0,1,1,0,0,0,4.083452121055677,0,0,1,0,0,0,0,0,6872-HXFNF
0,1,1,1.9459101490553132,0,0,0,1,1,1,0,0,0,3.7268975213014572,0,0,0,1,0,0,1,0,7816-VGHTO
0,0,0,2.6390573296152584,1,0,0,0,1,0,1,0,1,4.4331949212482815,1,0,0,0,0,1,0,0,0689-NKYLF
0,1,1,3.4011973816621555,1,0,0,0,0,0,0,0,0,3.054001181677967,0,1,0,1,0,0,1,0,0625-AFOHS
1,1,1,3.8918202981106265,0,0,0,1,0,0,0,0,0,3.4307561839036995,0,0,1,0,0,0,0,0,9758-MFWGD
1,0,0,0.6931471805599453,1,1,0,0,0,0,0,1,1,4.454928522657548,1,0,0,0,0,1,0,0,1069-XAIEM
1,0,0,4.189654742026425,1,1,1,0,1,1,1,1,1,4.712678393703377,1,0,0,1,0,1,0,0,3729-OWRVL
0,0,0,3.091042453358316,1,0,0,0,0,0,0,0,0,3.0252910757955354,0,1,0,1,0,0,1,0,4703-MQYKT
0,0,0,1.3862943611198906,1,1,0,0,0,0,0,1,1,4.457829598089382,1,0,0,0,0,1,0,0,8593-WHYHV
0,1,1,0.0,1,0,1,1,1,0,1,1,0,4.404888303817144,0,0,0,1,0,0,1,0,5709-LVOEQ
0,0,0,2.3978952727983707,1,0,0,1,0,1,0,1,0,4.188138441508461,0,0,1,0,0,0,1,0,5081-NWSUP
0,0,0,3.4011973816621555,1,0,0,0,0,0,0,0,0,3.0007198150650303,0,1,1,0,0,0,1,0,8873-TMKGR
0,1,0,3.970291913552122,1,1,0,1,0,1,0,1,1,4.57109620565434,1,0,0,0,1,0,0,0,2279-AXJJK
0,0,0,3.8918202981106265,1,0,1,0,1,1,0,0,1,4.116595171156921,0,0,1,0,1,0,0,0,8869-TORSS
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.0587070727153796,0,1,0,0,1,0,0,0,3090-QFUVD
0,1,1,4.143134726391533,1,1,0,0,0,0,0,0,1,3.228826155721369,0,1,0,1,0,0,0,0,8028-PNXHQ
0,0,0,1.3862943611198906,0,0,0,0,1,0,1,0,1,3.717223927123079,0,0,0,0,0,0,1,0,6338-AVWCY
1,0,0,2.1972245773362196,1,1,0,0,0,0,0,0,1,4.340553386467307,1,0,0,0,0,1,0,0,7130-VTEWQ
0,1,0,3.784189633918261,1,1,1,1,0,1,0,0,0,4.208417018481948,0,0,0,0,0,0,0,0,6171-ZTVYB
0,0,1,4.204692619390966,1,1,1,1,0,1,0,0,0,4.200204952921578,0,0,0,1,0,0,0,0,0531-XBKMM
0,0,0,3.5263605246161616,1,1,0,1,0,0,1,1,1,4.61512051684126,1,0,0,0,0,1,0,0,8709-KRDVL
1,0,0,4.204692619390966,1,1,1,0,0,0,1,1,1,4.638604962074329,1,0,0,1,0,0,0,0,0201-MIBOL
0,0,0,2.833213344056216,1,1,0,1,0,0,0,0,0,4.030694535145645,0,0,0,0,0,1,0,0,5402-HTOTQ
0,1,1,2.4849066497880004,1,0,0,0,0,0,0,0,0,3.0726933146901194,0,1,1,0,0,0,1,0,2907-ILJBN
0,1,1,4.290459441148391,1,0,0,0,0,0,0,0,0,3.0587070727153796,0,1,0,1,0,0,0,0,0794-YVSGE
0,0,0,3.4011973816621555,1,1,0,1,1,0,0,1,0,4.275276264727001,0,0,1,0,1,0,0,0,4903-CNOZC
0,0,1,1.0986122886681098,1,1,0,0,0,0,1,1,1,4.55597994179732,1,0,0,0,0,0,0,0,3006-XIMLN
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,4.257738109130536,1,0,0,0,0,1,0,0,7254-IQWOZ
